a,DT
father,NN
who,WP
repeatedly,RB
stabbed,VBD
his,PRP$
own,JJ
daughter,NN
before,IN
being,VBG
shot,VBN
down,RP
by,IN
armed,JJ
police,NNS
during,IN
a,DT
psychotic,JJ
episode,NN
is,VBZ
suing,VBG
the,DT
nhs,NN
for,IN
over,IN
£1m,NNP
in,IN
a,DT
unique,JJ
court,NN
case,NN
claiming,VBG
doctors,NNS
botched,VBD
his,PRP$
mental,JJ
health,NN
treatment,NN
marc,NN
traylor,NN
used,VBN
two,CD
knives,NNS
to,TO
attack,VB
and,CC
seriously,RB
injure,VB
his,PRP$
16yearold,CD
daughter,NN
kitanna,NN
after,IN
taking,VBG
her,PRP$
hostage,NN
at,IN
their,PRP$
home,NN
in,IN
hersden,JJ
kent,NN
while,IN
suffering,VBG
psychotic,JJ
delusions,NNS
in,IN
february,JJ
2015,CD
the,DT
attack,NN
by,IN
her,PRP$
father,NN
ended,VBD
when,WRB
police,NN
intervened,VBD
to,TO
shoot,VB
him,PRP
three,CD
times,NNS
but,CC
miss,JJ
traylor,NN
suffered,VBD
multiple,JJ
stab,JJ
wounds,NNS
to,TO
her,PRP$
right,JJ
arm,NN
chest,NN
right,NN
leg,NN
and,CC
stomach,NN
and,CC
was,VBD
left,VBN
with,IN
a,DT
torn,JJ
bowel,NN
plus,CC
lacerations,NNS
to,TO
her,PRP$
liver,NN
colon,NN
and,CC
spleen,NN
now,RB
in,IN
a,DT
unique,JJ
move,NN
traylor,NN
47,CD
is,VBZ
suing,VBG
his,PRP$
local,JJ
nhs,NN
team,NN
the,DT
kent,NN
and,CC
medway,NN
nhs,NN
and,CC
social,JJ
care,NN
partnership,NN
trust,NN
claiming,VBG
negligence,NN
by,IN
medics,NNS
who,WP
changed,VBD
his,PRP$
antipsychotic,JJ
medication,NN
and,CC
failed,VBD
to,TO
properly,RB
monitor,VB
him,PRP
in,IN
the,DT
community,NN
led,VBD
him,PRP
to,TO
attack,VB
his,PRP$
daughter,NN
londons,NNS
high,JJ
court,NN
heard,VBD
that,IN
traylor,NN
was,VBD
on,IN
medication,NN
having,VBG
