hong,RB
kong,JJ
—,NNS
hong,RB
kong,JJ
activist,JJ
edward,NN
leung,NN
30,CD
who,WP
first,RB
used,VBD
one,CD
of,IN
the,DT
most,RBS
popular,JJ
protest,NN
chants,NNS
of,IN
the,DT
2019,CD
prodemocracy,NN
demonstrations,NNS
was,VBD
released,VBN
from,IN
prison,NN
on,IN
wednesday,NN
leung,NN
first,RB
used,VBD
“,JJ
liberate,NN
hong,NN
kong,JJ
revolution,NN
of,IN
our,PRP$
times,NNS
”,VBP
as,IN
a,DT
campaign,NN
slogan,NN
for,IN
a,DT
2016,CD
legislative,JJ
election,NN
he,PRP
was,VBD
later,RB
banned,VBN
from,IN
running,VBG
in,IN
due,JJ
to,TO
his,PRP$
past,JJ
advocacy,NN
for,IN
independence,NN
from,IN
china,VBG
the,DT
slogan,NN
has,VBZ
since,IN
been,VBN
declared,VBN
illegal,JJ
under,IN
the,DT
controversial,JJ
national,JJ
security,NN
law,NN
imposed,VBN
by,IN
beijing,VBG
in,IN
2020,CD
which,WDT
carries,VBZ
a,DT
sentence,NN
of,IN
up,IN
to,TO
life,NN
in,IN
prison,NN
the,DT
first,JJ
person,NN
arrested,VBN
under,IN
the,DT
law,NN
drove,VBD
a,DT
motorcycle,NN
carrying,VBG
a,DT
black,JJ
flag,NN
with,IN
the,DT
slogan,NN
into,IN
several,JJ
police,NNS
officers,NNS
a,DT
court,NN
ruled,VBD
last,JJ
year,NN
the,DT
slogan,NN
was,VBD
“,NNP
capable,JJ
of,IN
inciting,VBG
secession,NN
”,NN
and,CC
convicted,VBD
former,JJ
waiter,NN
tong,JJ
yingkit,RB
24,CD
of,IN
inciting,VBG
secession,NN
and,CC
terrorism,NN
about,IN
160,CD
others,NNS
have,VBP
been,VBN
arrested,VBN
under,IN
the,DT
security,NN
law,NN
download,NN
the,DT
nbc,JJ
news,NN
app,NN
for,IN
breaking,VBG
news,NN
and,CC
politics,NNS
leung,VBP
left,VBN
shek,JJ
pik,NN
prison,NN
a,DT
maximum,JJ
security,NN
institution,NN
on,IN
lantau,NN
island,NN
where,WRB
the,DT
international,JJ
airport,NN
is,VBZ
located,VBN
at,IN
about,RB
3,CD
am,VBP
he,PRP
did,VBD
not,RB
speak,VB
to,TO
media,NNS
“,NNP
separated,VBD
for,IN
four,CD
years,NNS
i,RB
want,VBP
to,TO
cherish,VB
the,DT
valuable,JJ
time,NN
to,TO
reunite,VB
with,IN
family,NN
and,CC
back,RB
to,TO
a,DT
normal,JJ
life,NN
with,IN
them,PRP
sincerely,RB
thankful,JJ
to,TO
everyone,NN
care,NN
and,CC
love,VB
”,NNP
leung,NN
said,VBD
in,IN
a,DT
facebook,NN
post,NN
the,DT
correctional,JJ
services,NNS
department,NN
told,VBD
reuters,NNS
that,IN
“,NN
taking,VBG
into,IN
consideration,NN
the,DT
wish,JJ
and,CC
safety,NN
of,IN
the,DT
person,NN
in,IN
custody,NN
it,PRP
has,VBZ
taken,VBN
corresponding,VBG
measures,NNS
to,TO
arrange,VB
for,IN
the,DT
person,NN
in,IN
custody,NN
concerned,VBN
to,TO
be,VB
released,VBN
from,IN
shek,JJ
pik,NN
prison,NN
in,IN
the,DT
small,JJ
hours,NNS
”,VBP
leung,NN
was,VBD
in,IN
prison,NN
during,IN
both,CC
the,DT
2019,CD
antigovernment,NN
protests,NNS
and,CC
the,DT
subsequent,JJ
crackdown,NN
under,IN
the,DT
national,JJ
security,NN
law,NN
he,PRP
was,VBD
jailed,VBN
in,IN
2018,CD
for,IN
his,PRP$
role,NN
in,IN
an,DT
overnight,JJ
protest,NN
in,IN
2016,CD
that,WDT
turned,VBD
violent,JJ
injuring,VBG
about,IN
130,CD
people,NNS
mostly,RB
police,VBP
officers,NNS
when,WRB
masked,JJ
activists,NNS
threw,VBD
bricks,NNS
and,CC
burned,VBD
trash,NNS
cans,NNS
to,TO
vent,VB
anger,NN
at,IN
what,WP
they,PRP
saw,VBD
as,IN
china,NN
’,NNP
s,NN
encroachment,NN
on,IN
the,DT
former,JJ
british,JJ
colony,NN
’,NNP
s,JJ
culture,NN
and,CC
autonomy,VB
his,PRP$
sixyear,JJ
sentence,NN
for,IN
rioting,NN
and,CC
assaulting,VBG
police,NN
was,VBD
reduced,VBN
by,IN
a,DT
third,JJ
for,IN
good,JJ
behavior,NN
local,JJ
media,NNS
said,VBD
leung,NN
was,VBD
a,DT
leader,NN
of,IN
hong,JJ
kong,NN
indigenous,JJ
a,DT
now,RB
defunct,JJ
political,JJ
group,NN
that,WDT
organized,VBD
antichina,JJ
protests,NNS
and,CC
advocated,VBN
“,JJ
localism,NN
”,NNP
promoting,VBG
a,DT
local,JJ
hong,NN
kong,NN
identity,NN
instead,RB
of,IN
a,DT
chinese,JJ
one,CD
