major,JJ
airlines,NNS
around,IN
the,DT
world,NN
rushed,VBD
to,TO
cancel,VB
or,CC
change,VB
flights,NNS
to,TO
the,DT
united,JJ
states,NNS
on,IN
wednesday,JJ
ahead,RB
of,IN
the,DT
rollout,NN
of,IN
a,DT
new,JJ
5g,CD
wireless,JJ
service,NN
that,WDT
has,VBZ
sparked,VBN
safety,NN
concerns,VBZ
the,DT
scramble,JJ
came,VBD
despite,IN
verizon,NN
and,CC
att,NN
agreeing,VBG
to,TO
temporarily,RB
limit,VB
the,DT
launch,NN
of,IN
the,DT
new,JJ
cband,NN
5g,CD
service,NN
around,RB
some,DT
airports,NNS
after,IN
airline,NN
chief,JJ
executives,NNS
warned,VBD
it,PRP
could,MD
cause,VB
catastrophic,JJ
disruptions,NNS
several,JJ
airlines,NNS
still,RB
opted,VBN
to,TO
cancel,VB
or,CC
switch,VB
aircraft,NN
models,NNS
for,IN
flights,NNS
to,TO
the,DT
us,PRP
after,IN
warnings,NNS
that,IN
the,DT
5g,CD
launch,NN
could,MD
potentially,RB
interfere,VB
with,IN
signals,NNS
used,VBN
by,IN
radio,NN
altimeters,NNS
which,WDT
help,VBP
pilots,NNS
land,VBP
safely,RB
in,IN
lowvisibility,NN
operations,NNS
on,IN
some,DT
jets,NNS
and,CC
planes,VBZ
the,DT
us,PRP
federal,JJ
aviation,NN
administration,NN
on,IN
wednesday,NN
cleared,VBD
a,DT
host,NN
of,IN
planes,NNS
—,NNS
making,VBG
up,RP
62,CD
percent,NN
of,IN
the,DT
nations,NNS
commercial,JJ
fleet,NN
—,NNS
for,IN
lowvisibility,NN
landings,NNS
that,WDT
are,VBP
safe,JJ
from,IN
interference,NN
from,IN
5g,CD
mobile,JJ
regulators,NNS
said,VBD
the,DT
cleared,JJ
planes,NNS
include,VBP
popular,JJ
boeing,NN
airbus,NN
and,CC
mcdonnell,NN
douglas,NNS
models,NNS
even,RB
with,IN
these,DT
approvals,NNS
flights,NNS
at,IN
some,DT
airports,NNS
may,MD
still,RB
be,VB
affected,VBN
according,VBG
to,TO
an,DT
faa,JJ
statement,NN
the,DT
faa,NN
also,RB
continues,VBZ
to,TO
work,VB
with,IN
manufacturers,NNS
to,TO
understand,VB
how,WRB
radar,NN
altimeter,NN
data,NNS
is,VBZ
used,VBN
in,IN
other,JJ
flight,NN
control,NN
systems,NNS
dubai,VBP
’,JJ
s,NN
emirates,NNS
said,VBD
it,PRP
would,MD
be,VB
suspending,VBG
flights,NNS
to,TO
at,IN
least,JJS
nine,CD
us,PRP
destinations,NNS
from,IN
wednesday,JJ
flights,NNS
to,TO
new,JJ
yorks,NNS
john,VBP
f,JJ
kennedy,NNP
international,JJ
airport,NN
as,RB
well,RB
as,IN
to,TO
los,VB
angeles,NNS
and,CC
washington,NN
dc,NN
were,VBD
still,RB
expected,VBN
to,TO
run,VB
the,DT
airline,NN
is,VBZ
the,DT
world,NN
’,NNP
s,RB
largest,JJS
operator,NN
of,IN
the,DT
777,CD
according,VBG
to,TO
its,PRP$
website,JJ
hong,NN
kong,NN
’,VBP
s,JJ
cathay,NN
pacific,NN
airways,NNS
and,CC
singapore,NN
airlines,NNS
also,RB
confirmed,VBD
to,TO
nbc,VB
news,NN
that,IN
they,PRP
would,MD
be,VB
making,VBG
flight,NN
changes,NNS
meanwhile,RB
japans,NNS
two,CD
major,JJ
airlines,NNS
all,DT
nippon,VBP
airways,NNS
and,CC
japan,NN
airlines,NNS
said,VBD
they,PRP
would,MD
also,RB
hold,VB
back,RP
on,IN
boeing,VBG
777,CD
flights,NNS
to,TO
the,DT
us,PRP
with,IN
the,DT
former,JJ
airline,NN
saying,VBG
it,PRP
would,MD
be,VB
cancelling,VBG
or,CC
changing,VBG
the,DT
aircraft,NN
used,VBN
on,IN
some,DT
flights,NNS
according,VBG
to,TO
reuters,NNS
korean,JJ
air,NN
lines,NNS
air,NN
india,NN
and,CC
taiwans,NNS
china,VBP
airlines,NNS
were,VBD
also,RB
reportedly,RB
among,IN
those,DT
to,TO
announce,VB
flight,NN
changes,NNS
download,VBP
the,DT
nbc,JJ
news,NN
app,NN
for,IN
breaking,VBG
news,NN
and,CC
politics,NNS
a,DT
spokesperson,NN
for,IN
singapore,NN
airlines,NNS
told,VBD
nbc,JJ
news,NN
the,DT
airline,NN
had,VBD
switched,VBN
the,DT
aircraft,NN
used,VBN
on,IN
certain,JJ
us,PRP
routes,NNS
based,VBN
on,IN
guidance,NN
from,IN
boeing,VBG
and,CC
in,IN
consultation,NN
with,IN
our,PRP$
regulators,NNS
like,IN
singapore,NN
airlines,NNS
a,DT
number,NN
of,IN
other,JJ
companies,NNS
said,VBD
they,PRP
had,VBD
might,MD
flight,NN
changes,NNS
based,VBN
on,IN
guidance,NN
from,IN
boeing,VBG
boeing,VBG
did,VBD
not,RB
immediately,RB
respond,VB
to,TO
a,DT
request,NN
for,IN
comment,NN
from,IN
nbc,JJ
news,NN
delta,NN
air,NN
lines,NNS
said,VBD
it,PRP
was,VBD
also,RB
preparing,VBG
for,IN
the,DT
possibility,NN
of,IN
weatherrelated,JJ
cancellations,NNS
prompted,VBN
by,IN
the,DT
deployment,NN
of,IN
the,DT
new,JJ
5g,CD
service,NN
delta,NN
executive,NN
vice,NN
president,NN
and,CC
chief,NN
of,IN
operations,NNS
john,VBP
laughter,NN
said,VBD
tuesday,NN
that,IN
the,DT
company,NN
appreciated,VBD
the,DT
decision,NN
from,IN
telecommunications,NNS
companies,NNS
to,TO
limit,VB
the,DT
rollout,NN
“,IN
we,PRP
believe,VBP
industries,NNS
can,MD
grow,VB
innovate,NN
and,CC
coexist,NN
for,IN
the,DT
benefit,NN
of,IN
consumers,NNS
laughter,NN
said,VBD
that,IN
’,NNP
s,VBD
why,WRB
we,PRP
’,VBP
re,JJ
continuing,VBG
to,TO
work,VB
with,IN
the,DT
faa,NN
the,DT
fcc,NN
and,CC
the,DT
telecom,NN
industry,NN
to,TO
find,VB
a,DT
practical,JJ
solution,NN
that,WDT
will,MD
allow,VB
for,IN
the,DT
rollout,NN
of,IN
5g,CD
technology,NN
while,IN
preserving,VBG
safety,NN
and,CC
avoiding,VBG
flight,NN
disruptions,NNS
”,VBP
the,DT
statement,NN
came,VBD
after,IN
delta,NN
and,CC
other,JJ
major,JJ
us,PRP
airlines,NNS
including,VBG
american,JJ
airlines,NNS
and,CC
united,JJ
airlines,NNS
sent,VBD
a,DT
letter,NN
on,IN
monday,NN
to,TO
us,PRP
transportation,NN
and,CC
economic,JJ
officials,NNS
warning,VBG
that,IN
wednesdays,VBZ
5g,CD
rollout,NN
could,MD
cause,VB
major,JJ
disruptions,NNS
in,IN
response,NN
both,DT
att,NN
and,CC
verizon,NN
agreed,VBD
tuesday,JJ
to,TO
temporarily,RB
limit,VB
5g,CD
service,NN
around,RB
some,DT
us,PRP
airports,NNS
after,IN
having,VBG
already,RB
delayed,VBN
the,DT
rollout,NN
of,IN
the,DT
service,NN
by,IN
two,CD
weeks,NNS
over,IN
the,DT
same,JJ
concerns,NNS
verizon,NN
said,VBD
that,IN
while,IN
it,PRP
would,MD
still,RB
move,VB
forward,RB
with,IN
the,DT
5g,CD
launch,NN
which,WDT
it,PRP
said,VBD
would,MD
“,VB
enable,RB
more,JJR
than,IN
90,CD
million,CD
americans,NNS
to,TO
experience,VB
the,DT
transformative,JJ
speed,NN
”,NN
it,PRP
also,RB
acknowledged,VBD
that,IN
some,DT
crucial,JJ
“,NNP
operational,JJ
”,NNP
issues,NNS
had,VBD
yet,RB
to,TO
be,VB
resolved,VBN
“,IN
the,DT
federal,JJ
aviation,NN
administration,NN
faa,NN
and,CC
our,PRP$
nation,NN
’,NNP
s,NN
airlines,NNS
have,VBP
not,RB
been,VBN
able,JJ
to,TO
fully,RB
resolve,VB
navigating,VBG
5g,CD
around,IN
airports,NNS
despite,IN
it,PRP
being,VBG
safe,JJ
and,CC
fully,RB
operational,JJ
in,IN
more,JJR
than,IN
40,CD
other,JJ
countries,NNS
”,VBP
verizon,NN
said,VBD
tuesday,JJ
att,NN
said,VBD
it,PRP
had,VBD
also,RB
agree,JJ
“,NN
to,TO
temporarily,RB
defer,VB
turning,VBG
on,IN
a,DT
limited,JJ
number,NN
of,IN
towers,NNS
around,IN
certain,JJ
airport,NN
runways,NNS
however,RB
the,DT
company,NN
said,VBD
“,IN
we,PRP
are,VBP
frustrated,VBN
by,IN
the,DT
faa,NN
’,NNP
s,VBZ
inability,NN
to,TO
do,VB
what,WP
nearly,RB
40,CD
countries,NNS
have,VBP
done,VBN
which,WDT
is,VBZ
to,TO
safely,RB
deploy,VB
5g,CD
technology,NN
without,IN
disrupting,VBG
aviation,NN
services,NNS
and,CC
we,PRP
urge,VBP
it,PRP
do,VB
so,RB
in,IN
a,DT
timely,JJ
manner,NN
in,IN
a,DT
statement,NN
published,VBN
on,IN
the,DT
faas,JJ
website,NN
on,IN
tuesday,JJ
transportation,NN
secretary,NN
pete,NN
buttigieg,NN
said,VBD
the,DT
us,PRP
would,MD
continue,VB
to,TO
lead,VB
the,DT
world,NN
in,IN
safety,NN
amid,IN
wednesdays,NNS
5g,CD
rollout,NN
