she,PRP
signed,VBD
a,DT
fivefigure,NN
deal,NN
to,TO
become,VB
an,DT
ambassador,NN
for,IN
prettylittlething,VBG
at,IN
the,DT
end,NN
of,IN
last,JJ
year,NN
and,CC
married,VBD
at,IN
first,JJ
sight,NN
australia,NNS
star,VBP
martha,NNP
kalifatidis,VBD
33,CD
showed,VBD
off,IN
her,PRP$
modelling,NN
credentials,NNS
as,IN
she,PRP
slipped,VBD
into,IN
an,DT
array,NN
of,IN
outfits,NNS
from,IN
the,DT
clothing,NN
giant,NN
in,IN
sydney,NN
this,DT
week,NN
in,IN
her,PRP$
first,JJ
photoshoot,NN
for,IN
plt,NN
the,DT
television,NN
personality,NN
set,VBN
pulses,NNS
racing,VBG
in,IN
a,DT
busty,JJ
brown,NN
coord,NN
and,CC
a,DT
white,JJ
bandeau,NN
crop,NN
top,NN
which,WDT
showed,VBD
off,IN
her,PRP$
curves,NNS
and,CC
abs,NNS
martha,VBP
showed,VBD
off,IN
her,PRP$
jawdropping,NN
cleavage,NN
in,IN
a,DT
plunging,VBG
brown,JJ
halterneck,NN
bikini,NN
top,NN
which,WDT
she,PRP
teamed,VBD
with,IN
a,DT
ruched,JJ
skirt,NN
with,IN
a,DT
daring,VBG
slit,NN
in,IN
the,DT
middle,NN
the,DT
reality,NN
star,NN
appeared,VBD
in,IN
her,PRP$
element,NN
as,IN
she,PRP
preened,VBD
on,IN
set,NN
before,IN
heading,VBG
out,RP
to,TO
pose,VB
for,IN
the,DT
camera,NN
martha,NN
held,VBD
her,PRP$
hair,NN
back,RB
as,IN
a,DT
makeup,NN
artist,NN
worked,VBD
on,IN
a,DT
glamorous,JJ
bronzed,JJ
look,NN
for,IN
the,DT
photoshoot,NN
martha,NN
also,RB
slipped,VBD
into,IN
a,DT
figurehugging,JJ
white,JJ
twopiece,NN
which,WDT
she,PRP
teamed,VBD
with,IN
a,DT
camouflage,NN
headscarf,NN
and,CC
held,VBD
a,DT
kitten,NN
in,IN
a,DT
basket,NN
for,IN
good,JJ
measure,NN
the,DT
reality,NN
star,NN
also,RB
showed,VBD
off,IN
her,PRP$
curves,NNS
in,IN
a,DT
polka,NN
dot,NN
dress,NN
which,WDT
had,VBD
a,DT
plunging,JJ
neckline,JJ
martha,NN
put,VBD
on,IN
a,DT
confident,JJ
display,NN
as,IN
she,PRP
struck,VBD
a,DT
variety,NN
of,IN
poses,NNS
to,TO
best,VB
show,NN
off,IN
the,DT
range,NN
the,DT
brand,NN
announcement,NN
was,VBD
made,VBN
on,IN
instagram,NN
with,IN
the,DT
fashion,NN
retailer,NN
sharing,VBG
a,DT
picture,NN
the,DT
former,JJ
married,NNS
at,IN
first,JJ
sight,JJ
star,NN
in,IN
one,CD
of,IN
their,PRP$
coats,NNS
its,PRP$
official,JJ
welcome,NN
to,TO
the,DT
plt,NN
family,NN
our,PRP$
newest,JJS
aussie,NN
brand,NN
ambassador,NN
they,PRP
wrote,VBD
pintsized,VBN
star,NN
martha,NN
has,VBZ
amassed,VBN
over,IN
631000,CD
instagram,JJ
followers,NNS
since,IN
finding,VBG
fame,JJ
two,CD
years,NNS
ago,IN
she,PRP
has,VBZ
racked,VBN
up,RP
endorsement,JJ
deals,NNS
with,IN
some,DT
of,IN
australias,JJ
biggest,JJS
brands,NNS
in,IN
the,DT
process,NN
from,IN
beauty,NN
and,CC
wellness,NN
products,NNS
to,TO
activewear,VB
liquor,NN
shopping,NN
apps,NN
and,CC
even,RB
ice,NN
cream,NN
she,PRP
is,VBZ
making,VBG
serious,JJ
money,NN
on,IN
social,JJ
media,NNS
while,IN
appearing,VBG
on,IN
the,DT
celebrity,NN
apprentice,NN
martha,NN
bragged,VBD
that,IN
shes,NNS
so,RB
successful,JJ
that,IN
she,PRP
can,MD
earn,VB
a,DT
yearly,JJ
wage,NN
in,IN
just,RB
a,DT
month,NN
although,IN
martha,NN
did,VBD
not,RB
reveal,VB
the,DT
exact,JJ
figure,NN
she,PRP
charges,VBZ
for,IN
branded,VBN
content,NN
its,PRP$
estimated,VBN
she,PRP
makes,VBZ
up,RB
to,TO
3000,CD
for,IN
a,DT
single,JJ
sponsored,VBN
selfie,NN
im,VBZ
a,DT
beauty,NN
influencer,NN
who,WP
probably,RB
makes,VBZ
your,PRP$
yearly,JJ
wage,NN
in,IN
a,DT
month,NN
so,IN
you,PRP
should,MD
probably,RB
take,VB
some,DT
notes,NNS
because,IN
this,DT
is,VBZ
not,RB
a,DT
fluke,NN
she,PRP
said,VBD
