raymond,NN
blanc,NN
has,VBZ
implored,VBN
british,JJ
people,NNS
to,TO
give,VB
up,RP
sliced,JJ
white,JJ
bread,NN
for,IN
their,PRP$
bacon,NN
sandwiches,NNS
and,CC
start,VB
making,VBG
their,PRP$
own,JJ
loaves,VBZ
the,DT
michelin,NN
star,NN
cook,NN
72,CD
who,WP
is,VBZ
originally,RB
from,IN
besançon,NNS
but,CC
now,RB
lives,VBZ
in,IN
oxford,NN
explained,VBD
that,IN
he,PRP
finds,VBZ
the,DT
thought,NN
of,IN
processed,JJ
white,JJ
bread,NN
frightening,NN
because,IN
it,PRP
stays,VBZ
fresh,JJ
for,IN
so,RB
long,JJ
speaking,NN
to,TO
the,DT
sun,NN
the,DT
acclaimed,JJ
restaurateur,NN
said,VBD
everyone,NN
should,MD
start,VB
doing,VBG
their,PRP$
own,JJ
sourdough,NN
or,CC
focaccia,NN
—,NN
because,IN
white,JJ
sliced,JJ
bread,NN
is,VBZ
a,DT
stain,NN
on,IN
britains,NNS
food,NN
heritage,NN
the,DT
frenchman,NN
has,VBZ
previously,RB
earned,VBN
two,CD
michelin,JJ
stars,NNS
for,IN
his,PRP$
restaurant,NN
le,NN
manoir,NN
aux,NN
qaut,JJ
saisons,NNS
at,IN
the,DT
belmond,NN
hotel,NN
in,IN
great,JJ
milton,NN
as,RB
well,RB
as,IN
a,DT
michelin,NN
green,JJ
star,NN
for,IN
gastronomy,NN
and,CC
sustainability,NN
while,IN
hitting,VBG
out,RP
at,IN
shopbought,JJ
loaves,NNS
he,PRP
said,VBD
that,IN
they,PRP
can,MD
never,RB
have,VB
the,DT
complexity,NN
and,CC
flavour,NN
of,IN
a,DT
homemade,NN
batch,NN
claiming,VBG
that,IN
sliced,VBD
pan,NN
has,VBZ
no,DT
flavour,NN
he,PRP
added,VBD
that,IN
hes,NNS
horrified,VBN
by,IN
the,DT
number,NN
of,IN
additives,NNS
referring,VBG
to,TO
the,DT
bread,NN
and,CC
flour,JJ
regulations,NNS
1998,CD
which,WDT
requires,VBZ
industry,NN
brands,NNS
to,TO
add,VB
iron,NN
calcium,NN
thiamin,NN
and,CC
niacin,NN
to,TO
all,DT
wheat,VB
flour,JJ
except,IN
wholemeal,JJ
flour,JJ
speaking,NN
further,RBR
about,IN
the,DT
longlasting,JJ
qualities,NNS
of,IN
packaged,VBN
bread,NN
raymond,NN
said,VBD
its,PRP$
frightening,NN
because,IN
you,PRP
see,VBP
white,JJ
bread,NN
in,IN
a,DT
bag,NN
for,IN
two,CD
weeks,NNS
without,IN
a,DT
bit,NN
of,IN
mould,NN
you,PRP
wonder,VBP
what,WP
the,DT
hell,NN
is,VBZ
in,IN
it,PRP
it,PRP
is,VBZ
simply,RB
bad,JJ
food,NN
he,PRP
also,RB
added,VBD
that,IN
not,RB
only,RB
are,VBP
britons,NNS
sacrificing,VBG
their,PRP$
health,NN
but,CC
are,VBP
missing,VBG
out,RP
on,IN
array,NN
of,IN
flavours,NNS
for,IN
their,PRP$
morning,NN
bacon,NN
sarnies,NNS
suggesting,VBG
a,DT
homemade,NN
sourdough,NN
as,IN
a,DT
great,JJ
alternative,NN
for,IN
the,DT
chef,NN
baking,VBG
our,PRP$
own,JJ
bread,NN
would,MD
ultimately,RB
be,VB
a,DT
nod,NN
to,TO
british,JJ
heritage,NN
and,CC
states,VBZ
it,PRP
would,MD
be,VB
twice,RB
as,RB
good,JJ
as,IN
the,DT
shop,NN
bought,VBD
options,NNS
last,JJ
year,NN
the,DT
celebrity,NN
chef,NN
took,VBD
aim,NN
at,IN
hospital,NN
food,NN
when,WRB
he,PRP
was,VBD
treated,VBN
for,IN
covid,NN
at,IN
the,DT
john,NN
radcliffe,NN
hospital,NN
although,IN
he,PRP
waxed,VBD
lyrical,JJ
about,IN
the,DT
excellent,JJ
care,NN
he,PRP
received,VBD
he,PRP
was,VBD
unimpressed,VBN
by,IN
the,DT
culinary,JJ
offerings,NNS
at,IN
the,DT
oxford,JJ
hospital,NN
describing,VBG
the,DT
food,NN
as,IN
a,DT
shock,NN
there,EX
was,VBD
one,CD
saving,VBG
grace,NN
however,RB
—,VBZ
the,DT
pudding,NN
he,PRP
said,VBD
the,DT
ice,NN
cream,NN
was,VBD
excellent,JJ
and,CC
the,DT
custard,NN
and,CC
plums,NNS
were,VBD
always,RB
amazing,VBG
the,DT
celebrity,NN
chef,NN
ended,VBD
up,RP
in,IN
intensive,JJ
care,NN
but,CC
refused,VBD
to,TO
be,VB
put,VBN
on,IN
a,DT
ventilator,NN
fearing,VBG
he,PRP
wouldnt,RB
survive,VBP
he,PRP
later,RB
treated,VBD
50,CD
doctors,NNS
and,CC
nurses,NNS
for,IN
a,DT
slapup,NN
champagne,NN
lunch,NN
at,IN
his,PRP$
two,CD
michelinstarred,VBD
restaurant,NN
le,NN
manoir,NN
aux,NN
quatsaisons,NNS
where,WRB
diners,NNS
usually,RB
pay,VBP
around,RP
£250,FW
a,DT
head,NN
the,DT
secret,JJ
thankyou,NN
is,VBZ
estimated,VBN
to,TO
have,VB
cost,NN
more,JJR
than,IN
£12000,NN
