egelsbach,NN
germany,NN
—,NNP
teenage,NN
pilot,NN
zara,NN
rutherford,NN
landed,VBD
in,IN
germany,NN
on,IN
wednesday,NN
on,IN
the,DT
penultimate,JJ
stop,NN
of,IN
her,PRP$
bid,NN
to,TO
become,VB
the,DT
youngest,JJS
woman,NN
to,TO
fly,VB
around,IN
the,DT
world,NN
solo,NN
hopefully,RB
one,CD
day,NN
away,RB
from,IN
sealing,VBG
the,DT
record,NN
the,DT
belgianbritish,JJ
19yearold,CD
said,VBD
that,IN
she,PRP
’,VBD
s,JJ
looking,VBG
forward,RB
to,TO
getting,VBG
home,NN
after,IN
“,VBG
a,DT
long,JJ
five,CD
months,NNS
”,JJ
rutherford,NN
is,VBZ
due,JJ
to,TO
land,VB
thursday,NN
in,IN
kortrijk,NN
belgium,NN
where,WRB
she,PRP
embarked,VBD
on,IN
her,PRP
trip,NN
on,IN
aug,NN
18,CD
american,JJ
aviator,NN
shaesta,VBD
waiz,NN
was,VBD
30,CD
when,WRB
she,PRP
set,VBD
the,DT
existing,VBG
record,NN
for,IN
the,DT
youngest,JJS
woman,NN
to,TO
circumnavigate,VB
the,DT
world,NN
solo,NN
in,IN
2017,CD
“,NN
growing,VBG
up,RP
i,JJ
didn,NN
’,NN
t,VBD
see,VBP
many,JJ
other,JJ
female,JJ
pilots,NNS
i,VBP
always,RB
thought,VBN
that,IN
was,VBD
really,RB
discouraging,VBG
”,NN
rutherford,NN
told,VBD
reporters,NNS
after,IN
landing,VBG
her,PRP$
singleseater,NN
shark,NN
sport,NN
aircraft,NN
at,IN
egelsbach,NN
an,DT
airfield,NN
a,DT
few,JJ
kilometers,NNS
from,IN
frankfurt,NN
airport,NN
germany,NN
’,NNP
s,NN
busiest,JJS
“,NN
so,RB
i,JJ
’,VBP
m,JJ
hoping,VBG
to,TO
encourage,VB
more,JJR
girls,NNS
to,TO
go,VB
into,IN
aviation,NN
and,CC
kind,NN
of,IN
show,NN
a,DT
friendly,JJ
face,NN
so,IN
that,IN
if,IN
a,DT
girl,NN
likes,VBZ
aviation,NN
and,CC
she,PRP
sees,VBZ
me,PRP
she,PRP
knows,VBZ
she,PRP
’,VBD
s,PRP
not,RB
the,DT
only,JJ
one,CD
she,PRP
was,VBD
initially,RB
supposed,VBN
to,TO
finish,VB
her,PRP
trip,NN
on,IN
monday,NN
but,CC
bad,JJ
weather,NN
has,VBZ
caused,VBN
several,JJ
delays,NNS
during,IN
the,DT
journey,NN
rutherford,NN
’,NNP
s,NN
flight,NN
saw,VBD
her,PRP$
steer,NN
clear,NN
of,IN
wildfires,NNS
in,IN
california,NN
deal,NN
with,IN
biting,VBG
cold,NN
over,IN
russia,NN
and,CC
narrowly,RB
avoid,JJ
north,JJ
korean,JJ
airspace,NN
she,PRP
said,VBD
she,PRP
’,VBD
s,JJ
“,NNP
really,RB
excited,VBD
”,NN
to,TO
get,VB
home,NN
“,NN
now,RB
to,TO
think,VB
that,IN
i,JJ
’,VBP
m,JJ
home,NN
tomorrow,NN
i,JJ
don,VBP
’,JJ
t,NN
think,VBP
i,JJ
’,VBP
ve,NNS
processed,VBD
it,PRP
—,VBZ
it,PRP
still,RB
feels,VBZ
strange,JJ
i,NNS
still,RB
feel,VBP
like,IN
i,NN
should,MD
be,VB
months,NNS
away,RB
”,IN
she,PRP
said,VBD
“,NN
i,NN
’,VBP
m,NN
happy,JJ
that,IN
i,JJ
’,VBP
ve,IN
done,VBN
it,PRP
but,CC
it,PRP
’,VBZ
s,RB
been,VBN
really,RB
difficult,JJ
”,NNP
“,NNP
there,EX
’,NNP
s,VBD
been,VBN
amazing,JJ
moments,NNS
but,CC
then,RB
there,EX
’,NNP
s,VBD
been,VBN
moments,NNS
when,WRB
i,NNS
have,VBP
feared,VBN
for,IN
my,PRP$
life,NN
and,CC
i,NN
would,MD
not,RB
want,VB
to,TO
do,VB
that,DT
again,RB
”,JJ
rutherford,NN
added,VBD
“,JJ
once,RB
i,JJ
’,VBP
m,JJ
home,NN
i,NN
think,VBP
i,JJ
’,VBP
m,NN
going,VBG
to,TO
sleep,VB
for,IN
about,RB
a,DT
week,NN
”,NN
and,CC
then,RB
talk,VB
about,IN
her,PRP$
experiences,NNS
she,PRP
said,VBD
she,PRP
hopes,VBZ
to,TO
go,VB
to,TO
university,NN
to,TO
study,VB
engineering,NN
in,IN
september,NN
in,IN
the,DT
uk,NN
or,CC
the,DT
us,PRP
